id,sentence,created_at,ave_sentiment,user_username
87,"Today is Indigenous Peoples’ Day in the U.S. Peabody has a deep respect for cultural heritage and collaborates with local indigenous communities at our operations. To learn more, visit: https://t.co/HHx8w3OX47 https://t.co/moCDBOHo2W",2019-10-14T20:34:45.000Z,0.244785402,peabodyenergy
88,RT @WorldCoal: What happens to the CO2 captured by #coal plants or industry processes using #CCUS technologies? It can be safely stored or…,2019-10-14T20:03:34.000Z,0.111387756,peabodyenergy
89,#DYK: The world uses some 8 billion tons of coal per year. A bit more than one out of every four units of energy in the world comes from coal – and the IEA has noted that this share has actually edged up in the past four decades – and off of a much larger base. #CaseforCoal https://t.co/dyJVj1ivPg,2019-10-10T16:38:21.000Z,0.064037319,peabodyenergy
90,RT @WorldCoal: Over 230 million tonnes of CO2 have been injected through #CCS facilities. Find out more about how this integrated suite of…,2019-10-10T14:58:49.000Z,0.196447079,peabodyenergy
91,"#CaseforCoal: Peabody believes advance coal technologies – including carbon capture, utilization and storage – must be part of the solution to achieve goals of substantial reductions in greenhouse gas emissions. But what is carbon capture? https://t.co/sLjXLc9jcE",2019-10-09T20:40:33.000Z,-0.026332446,peabodyenergy
92,"Peabody People helped EnergyCare promote healthier, safer home environments and independent living during our #FallFriday initiative. We are proud to support our community through the @UnitedWaySTL. #WeHelpSTL https://t.co/8o56JfT7Sl",2019-10-09T18:07:06.000Z,0.424345453,peabodyenergy
93,"RT @NationalMining: The #safety and health of our workers and colleagues is a core value of the mining industry.
#MiningMatters",2019-10-09T18:06:23.000Z,0.100151224,peabodyenergy
94,"RT @WorldCoal: To continue improving energy #access and supporting #development, while ensuring the Paris climate objectives are met, a div…",2019-10-09T18:06:18.000Z,0.603738354,peabodyenergy
95,"#CoalDoneRight: Congratulations to Peabody’s North Antelope Rochelle Mine north loadout for breaking the mine’s monthly coal shipment record in September! The mine shipped 2.518 million tons of coal in September, beating the previous record of 2.374 million tons. https://t.co/amD2FDYpni",2019-10-08T19:38:08.000Z,-0.032839576,peabodyenergy
96,"The calendar has turned to October, but Peabody’s #FallFriday outreach continues in support of @UnitedWaySTL. We helped @GatewayGreening clean up their garden to benefit the local community. #WeHelpSTL https://t.co/V5PBju8rfT",2019-10-08T17:21:34.000Z,0.406342729,peabodyenergy
