sentence,created_at,ave_sentiment,user_username
Awful! https://t.co/lU2pJ5EPAk,2019-01-17T20:14:49.000Z,-0.409264747,Fridays4future
"RT @svtnyheter: 16-åriga Greta Thunberg i Skavlan: ”Jag fick mina föräldrar att sluta flyga”
https://t.co/7vHV5bFBHc",2019-01-17T20:13:48.000Z,0,Fridays4future
RT @elisebuckle: More than 10 cities will join the #FridaysForFuture #ClimateStrike  https://t.co/q0ZtdRObai,2019-01-17T17:59:29.000Z,0.1161895,Fridays4future
"RT @GretaThunberg: ”Enligt polisen har minst 12 500 unga belgare övergett sina skolsalar för att marschera i huvudstaden.”

Skolstrejk i Be…",2019-01-17T17:59:20.000Z,0,Fridays4future
"RT @GretaThunberg: According to the Belgium police more than 12500 students on school strike today in Brussels!

#climatestrike #FridaysFor…",2019-01-17T17:59:11.000Z,-0.245558848,Fridays4future
"RT @Green_Europe: Happening now: students chant ""we want change"" demanding #climate action in the EU quarter of #Brussels #bravo

etudiant…",2019-01-17T17:59:04.000Z,0.163663418,Fridays4future
"RT @MikeHudema: BAM! More than 12,000 students take to the street in latest #climatestrike in Belgium. This is what they looked like via @G…",2019-01-17T17:59:00.000Z,0.086310547,Fridays4future
RT @GretaThunberg: Imorgon är jag gäst hos @SKAVLANTVShow i SVT1 kl 21. https://t.co/clt3j2yyFd,2019-01-17T17:58:55.000Z,0,Fridays4future
"RT @andytuit: @Reuters @BofA_News oh, it's quite easy: take a look at what happened today in #Bruxelles and you'll have your answer -&gt; http…",2019-01-17T17:57:40.000Z,0.288,Fridays4future
@janine_ok @Fridays4future strejkaren som @GretaThunberg har startat är med i panelen!,2019-01-14T13:40:47.000Z,0,Fridays4future
"RT @janine_ok: Vara med!
https://t.co/WnGOis1EYS https://t.co/muhGkmNg7S",2019-01-14T13:25:44.000Z,0,Fridays4future
"RT @ResistanceItaly: Great article on #ClimateChange and the #ClimateStrike movement by @wise_places

@GretaThunberg @havenruthie @Fridays4…",2019-01-13T19:19:46.000Z,0.25,Fridays4future
@ResistanceItaly @wise_places @GretaThunberg @havenruthie @FridaysItaly @ItalianClimate @ClimateItalia Wow! Cool! Thanks!,2019-01-13T19:19:12.000Z,0.561111111,Fridays4future
