sentence,created_at,ave_sentiment,user_username
RT @WeDontHaveTime0: Join our #EarthDay online conference and you will be among the first in the world to get access to our social network…,2019-04-06T12:05:07.000Z,0.051031036,Fridays4future
RT @GlblCtzn: These kids are teaching their parents a lesson. https://t.co/cUP9xuY3Uf,2019-04-06T12:04:41.000Z,0.069024468,Fridays4future
"RT @GretaThunberg: School strike week 33.
#climatestrike #fridaysforfuture #schoolstrike4climate https://t.co/ERubGVFual",2019-04-06T12:04:20.000Z,-0.183028759,Fridays4future
"RT @simamapa: #ActNOWForFuture
#FridaysForFuture
#ParentsForFuture
Nur gemeinsam können wir die Dinge ändern, nur gemeinsam wollen wir über…",2019-04-06T12:04:16.000Z,-0.176776695,Fridays4future
"RT @EricHolthaus: 20 days since Cyclone Idai made landfall in Mozambique.

-- Hundreds are dead
-- Thousands are still missing
-- Nearly 3…",2019-04-06T12:03:15.000Z,-0.304693514,Fridays4future
RT @Fridays4FutureU: #FridaysForFuture #SchoolStrike4Climate are continuing in Uganda today. A country with 55.5% of its population below t…,2019-04-06T12:03:00.000Z,0.065812248,Fridays4future
RT @SirjaBlixt: Very good morning here in Helsinki! #Fridaysforfuture #perjantaitgretankanssa #nytonpakko #climatechange #ilmastovaalit #kl…,2019-04-06T12:02:47.000Z,0.26045449,Fridays4future
"RT @P4F_Seattle: Why we should care for climate? The future of our kids is at stake #ActNOWForFuture

Read our story and our letter and joi…",2019-04-06T12:02:25.000Z,0.172561169,Fridays4future
RT @TricksyRaccoon: Do not let the fact you are an adult or don't have children stop you from joking the #FridaysForFuture strikes. There's…,2019-04-06T12:01:52.000Z,0.023268143,Fridays4future
"RT @annalise_davis: We made a short short film. 
@lesleyamanning @AbigailBurdess @maamw @MNkemi @NFTSFilmTV 
Please RT and support the yout…",2019-04-06T12:01:10.000Z,0.246795929,Fridays4future
"RT @UNICEFROSA: When their house and farm was swallowed by the river for the 7th time, Mohamed’s father had a mental breakdown.

Now Mohame…",2019-04-06T12:00:57.000Z,-0.085337599,Fridays4future
"We are all connected. We must do better for the children of Bangladesh and other places so severely impacted by wild weather and climate damage.  

#childrenuprooted
#climatecrisis
#FridaysforFuture https://t.co/C0bVJLEK4F",2019-04-06T12:00:54.000Z,-0.042617621,Fridays4future
"RT @heidi_k_edmonds: @ClimateBen @makingwordmagic @megan_herbert Thanks Ben, Hi @makingwordmagic I've written a blog post based on the best…",2019-04-06T11:58:06.000Z,0.240039679,Fridays4future
"RT @Jamie_Margolin: Hey activist twitter!

Please tag underrated young POC organizers doing great work in their communities.

I have an opp…",2019-04-06T11:56:49.000Z,0.303030748,Fridays4future
How well can you talk about climate action when asked unexpectedly? https://t.co/6LWNtAWm02,2019-04-06T11:55:25.000Z,0.197436743,Fridays4future
RT @DrTammraWarby: It’s so exciting that the Society of Family Physicians of Nigeria (SOFPON) and @SAAFP1 of South Africa have sent on the…,2019-04-06T11:53:09.000Z,0.153093109,Fridays4future
RT @SustainableHour: Australian doctors declare a climate emergency https://t.co/rCTAQcdkKV https://t.co/1aSCAUXtRf,2019-04-06T11:52:33.000Z,-0.1875,Fridays4future
RT @israhirsi: me on spring break: joining my friend in her climate school strike!! #climatestrike #Fridays4Future #ClimateCrisis #GreenNew…,2019-04-06T11:51:30.000Z,-0.029168161,Fridays4future
"RT @_Mary_Ellis: Week 6!!! 
This week I was outside of the @UN with my climate sis  @AlexandriaV2005. Couldn’t feel my toes, but who cares…",2019-04-06T11:51:06.000Z,0.388397464,Fridays4future
RT @UKSCN1: Can wait to be reunited with all of you on #april12 for #youthstrike4climate strike 3! Only 7 days left for our 3rd protest! Th…,2019-04-06T11:47:54.000Z,-0.152342292,Fridays4future
RT @aachen2106: International #FridaysForFuture #ClimateStrike in #Aachen on 21st of June. 10 countries have announced to mobilize their su…,2019-04-06T11:47:39.000Z,0,Fridays4future
RT @Luisamneubauer: Über 1500 Menschen beim #Klimastreik in Berlin. Wir streiken jetzt seit 16 Wochen. Wir jungen Menschen sollten nicht 16…,2019-04-06T11:47:17.000Z,0,Fridays4future
"RT @heidi_k_edmonds: I am a parent for future because I want my kids to grow old on a liveable, beautiful, biodiverse planet in a healthy,…",2019-04-06T11:46:34.000Z,0.442635206,Fridays4future
RT @FirstArai: Today students across Colombia went on #climatestrike to demand that elected leaders protect the Amazon Rainforest from defo…,2019-04-06T11:45:29.000Z,0.055901699,Fridays4future
"RT @fff_turkey: #München 
Gençlerin ve çocukların iklim ve gelecek için kitlesel okul boykotları devam ediyor!
  #fridaysforfuture 
#friday…",2019-04-06T11:45:17.000Z,0,Fridays4future
RT @SadrachNirere: We're the first generation to know what we are doing and the last generation to be able to stop it. Join us @Fridays4Fut…,2019-04-06T11:45:07.000Z,0.105140143,Fridays4future
"RT @ReeceBenson5: Another not a #corncrake raising alarm for #ClimateChange on #FridaysForFuture
#Ringthebellforclimate because everyone ne…",2019-04-06T11:44:59.000Z,0.1875,Fridays4future
"RT @fff_turkey: Türkiye'de de TED Aliağa koleji öğrencileri İklim için etkinlik gerçekleştirdiler. 
#Turkey
  #fridaysforfuture 
#friday4fu…",2019-04-06T11:43:40.000Z,0,Fridays4future
RT @HollyWildChild: #Climatestrike week 13. That's a quarter of a year! 🌍🌱✊ #fridaysforfuture https://t.co/geKAVlX8uW,2019-04-06T11:43:37.000Z,0,Fridays4future
"RT @dpcarrington: Why the @guardian is putting global CO2 levels in the weather forecast

- It's a symbolic reminder that the climate crisi…",2019-04-06T11:40:06.000Z,0.191880645,Fridays4future
"RT @AlexandriaV2005: WEEK 17 of my @UN #ClimateStrike in NYC, joining me is @_Mary_Ellis from Charlotte NC! We spent this week planning DIR…",2019-04-06T11:40:02.000Z,0,Fridays4future
"RT @FSHornschild: #München streikt 💥 

#FridaysForFuture 
@fff_muc https://t.co/yiurerjiDi",2019-04-06T11:36:49.000Z,0,Fridays4future
RT @DavidFopp: #FridaysForFuture  with @GretaThunberg  in Stockholm. Climate school strike in front of the parliament and the political pow…,2019-04-06T11:35:59.000Z,-0.118144556,Fridays4future
"RT @gold_lgold: Just when you think the tide is ebbing.... this happens!

#FridaysForFuture in Dublin today. Week 19. Loads more new faces!…",2019-04-06T11:35:55.000Z,0.274045737,Fridays4future
RT @releaf4us: Thank you @ccl_dc! Did not know about this! https://t.co/nI6Lrta45x,2019-04-06T11:30:35.000Z,0.092269856,Fridays4future
"RT @CFigueres: In Edinburgh delighted to spend some time with @FinlayPringle , 11 years old, courageous and determined climate activist. #E…",2019-04-06T11:23:08.000Z,0.289393878,Fridays4future
RT @GeorgeMonbiot: Today we launch our very exciting campaign for a massive global programme to draw down carbon from the air through ecolo…,2019-04-06T11:22:25.000Z,0.460816855,Fridays4future
"RT @EcuadorEtxea: Continúa la movilización de la juventud por el clima ☘️ #FridaysForFuture Hoy, cuarto viernes consecutivo en el que salen…",2019-04-06T11:20:32.000Z,0,Fridays4future
"RT @SystemChangeAT: What do we want? - Climate Justice! - When do we want it? - Now!
Eröffnung von Johannes @ViennaForFuture
#Klimaprotest…",2019-04-06T11:19:55.000Z,0.311688039,Fridays4future
RT @Fridays4FutureU: More students are joining the #FridaysForFuture movement &amp; #schoolstrike4climate in Uganda. Today our organizer @Nakab…,2019-04-06T11:19:46.000Z,0,Fridays4future
RT @ed_hawkins: Temperature variations across European countries since 1901 #warmingstripes https://t.co/HxwuedkYKu,2019-04-06T11:19:42.000Z,0,Fridays4future
RT @GretaThunberg: Finally some good news!! The @guardian have decided to include CO2 levels in their weather forecast. Please share this n…,2019-04-06T11:19:35.000Z,0.473852709,Fridays4future
RT @_sycs_: The #climatestrike in Glasgow today. #FridaysForFuture https://t.co/aDi5q2RUo8,2019-04-06T11:19:30.000Z,0,Fridays4future
"RT @HellkvistJorg: #FridaysForFurture i #Norrtälje
#ParentsForFuture 
#ActNOWForFuture
#WhateverItTakes
#climatestrike https://t.co/zYOVg1l…",2019-04-06T11:19:26.000Z,0,Fridays4future
RT @FridaysFutureJP: 今日は、原宿で #FridaysForFurture を行いました！街行く人に向けて、呼びかけをしました。どうしたら人々にうまく伝えられるのかを試行錯誤しながらのアクションとなりましたが、アクションを起こす度に、新しい発見があるので楽し…,2019-04-06T11:19:23.000Z,0,Fridays4future
"RT @havenruthie: Outside a hospital, #climatestrike wk 14. Weather warming = more bad air days. Allergy season is worse/earlier too. Hi ast…",2019-04-06T11:19:17.000Z,-0.415193122,Fridays4future
"RT @MakichyanA: My fourth week!
""For waste sorting
Against garbage-oligarchs""
#climatestrike
#fridaysforfuture
#moscow https://t.co/xvmqAFz…",2019-04-06T11:19:11.000Z,-0.189182696,Fridays4future
"RT @CBCKidsNews: The momentum just keeps on growing! 🌏 Today at 12:30 P.M. ET, students will again gather at Queen's Park in #Toronto to st…",2019-04-06T11:18:59.000Z,0.155358985,Fridays4future
"RT @for_valencia: Week 6 of our #Strike4Climate!

Thank you for inspiring us, @GretaThunberg!

What do we want?
Climate Justice!
When do we…",2019-04-06T11:18:50.000Z,0.235231597,Fridays4future
"RT @releaf4us: Day 86! @Osage_CATDog says #actonclimate, and he will give you many kisses! #furballsforfuture #fridaysforfuture #MDGA19 #sc…",2019-04-06T11:18:42.000Z,0,Fridays4future
RT @nottetwitt: #FridaysForFuture in #Parma https://t.co/6eRokgmNDo,2019-04-06T11:18:38.000Z,0,Fridays4future
RT @queenbeetheag: week 4 of striking for my future and those who come after!!! #fridaysforfuture #usclimatestrikes #schoolstrikeforclimate…,2019-04-06T11:18:29.000Z,0.075673079,Fridays4future
"RT @P4F_Hamburg: #FridaysForFuture hat heute wieder mit ca. 2000 Teilnehmern in Hamburg für mehr Klimaschutz demonstriert. 
Die #ParentsFor…",2019-04-06T11:18:22.000Z,-0.258931642,Fridays4future
"RT @MaupinOlympe: Children striking in #Budapest. #FridaysForFuture #strike4climate

The #EUelections2019 are coming up and our votes matte…",2019-04-06T11:18:00.000Z,-0.15052867,Fridays4future
"RT @SachaLin14: @GretaThunberg has inspired us to start a school strike at Swarthmore College in Pennsylvania. We need to wake up, we need…",2019-04-06T11:17:51.000Z,-0.034105396,Fridays4future
"RT @edgarrmcgregor: My #Strike4Climate week 4 at Pasadena City Hall.  

April is the fastest warming month in terms of high temperatures in…",2019-04-06T11:17:40.000Z,-0.031982872,Fridays4future
"RT @GretaThunberg: ”Climate and ecological crises can be tackled by restoring forests and other valuable ecosystems.”

Today we are a few s…",2019-04-06T11:17:35.000Z,-0.053300179,Fridays4future
More news outlets must start to do this! #EndClimateSilence #goodnews #fridaysforfuture https://t.co/wgwYsk57tS,2019-04-06T11:17:30.000Z,0,Fridays4future
RT @nicobhz: Die #Greta aus dem #Emsland : Ganz alleine demonstriert Sara Hügle vor dem Rathaus in #Papenburg. Susanne Risius-Hartwig schre…,2019-04-06T11:16:34.000Z,-0.096464626,Fridays4future
"RT @sleeping_lions: #FridaysForFuture &amp; #ParentsForFuture 
Week 8
Chesham
Today, we are not feeling so alone any more :)
Growing Stronger!…",2019-04-06T11:16:16.000Z,0.314299555,Fridays4future
"RT @Ebrynhildar: ""Ganga ekki keyra!!"" (Walk don't drive!) The future looks super bright! #laugarnesskoli #FridaysForFuture  #loftslagsganga…",2019-04-06T11:16:07.000Z,-0.043155274,Fridays4future
RT @SRaktuell: In #Neunkirchen im #Saarland haben etwa 200 Schüler für den #Klimaschutz demonstriert. #FridaysForFuture @fffsaarland https:…,2019-04-06T11:15:51.000Z,0,Fridays4future
RT @Rafa_Maestro: Los alumnos de 4° A y B del CBM Hernández Ardieta acompañados de sus profesores y de María y Josh (EEUU) y Friederik y Ne…,2019-04-06T11:15:35.000Z,-0.091287093,Fridays4future
"RT @ambrosehayes5: The School Strike 4 Climate Cleanup Team are organising another cleanup, this time at the Cooks River in Sydney, Austral…",2019-04-03T13:30:43.000Z,-0.163663418,Fridays4future
RT @ReeceBenson5: Who knew? #Climatedogs are attracted to Patagonian Toothfish. They attract gourmands under their more marketable moniker:…,2019-04-03T13:29:55.000Z,0.474777218,Fridays4future
"RT @dpcarrington: Parents around the world mobilise behind youth climate strikes

-‘We owe it to our kids’: groups from 16 countries demand…",2019-04-03T13:28:53.000Z,-0.021821789,Fridays4future
"RT @janine_ok: @dpcarrington Thank you for your excellent work!

#FridaysForFurture #ParentsForFuture #ActNowForFuture 

@Fridays4future @F…",2019-04-03T12:02:28.000Z,0.301982046,Fridays4future
"RT @Fridays4future: @dpcarrington ' Parents for the Future, 34 groups from 16 countries on four continents have issued an open letter. It d…",2019-04-03T12:02:14.000Z,0,Fridays4future
"@dpcarrington ' Parents for the Future, 34 groups from 16 countries on four continents have issued an open letter. It demands urgent action to fight climate change and prevent temperatures rising by more than 1.5C'
#ActNowForFuture #fridaysforfuture @fridayforfuture @gretathunberg",2019-04-03T12:01:48.000Z,-0.201331635,Fridays4future
"RT @dpcarrington: Insects have ‘no place to hide’ from climate change - study 

 - 50 years of UK data shows shady woodlands are not the ha…",2019-04-02T14:56:34.000Z,0.052128604,Fridays4future
"RT @Luisamneubauer: Unsere Generation zahlt für diese „Klimapolitik“ bereits den höchsten Preis, den man sich nur vorstellen kann - wir zah…",2019-04-02T12:00:11.000Z,0.085280287,Fridays4future
"RT @CCANActionFund: Shout out to the amazing @releaf4us who's been school striking for climate action, and is now calling on #MDGA19 to pas…",2019-04-02T11:42:54.000Z,0.255155182,Fridays4future
RT @GretaThunberg: My full interview with @AnneWillTalk in English and without German dubbing.  #FridaysForFuture  https://t.co/FpCxCC6jnj,2019-04-02T11:29:59.000Z,0,Fridays4future
"RT @RobinJullian: Proud to be strange ❤️
Like Greta said on Instagram, life with autism is often complicated (anxiety, socializing, hyperse…",2019-04-02T11:29:41.000Z,-0.167705098,Fridays4future
Congratulations @AlexandriaV2005 #disrupt #systemchangenotclimatechange #FridaysForFuture https://t.co/wMvn3F5dKe,2019-04-02T11:29:10.000Z,-0.015075567,Fridays4future
RT @HollyWildChild: There is no hope unless people change their attitude towards nature and planet Earth as a whole. We must stop decimatin…,2019-04-02T11:28:11.000Z,-0.157353933,Fridays4future
"RT @Mamamia: ""Thank goodness for the children. Because right now, they're the ones changing the world."" https://t.co/GrZB9ZITHk https://t.c…",2019-04-02T11:26:32.000Z,0.294297371,Fridays4future
You all know who to vote for ;) https://t.co/Pr01hC2Jx1,2019-04-02T11:25:05.000Z,0,Fridays4future
Time to celebrate #aspiepower #autism #AutismAwarenessDay #GretaThunberg https://t.co/eb0qmBVqfp,2019-04-02T11:23:46.000Z,0.144337567,Fridays4future
"RT @janine_ok: Well over 400 strikes per week in more than 60 countries!
Unbelievable!
@Fridays4future @FridayForFuture @FFFCanada @Fridays…",2019-04-01T08:59:50.000Z,-0.183247974,Fridays4future
Don't forget to enter your #FridaysForFuture #climatestrike and #SchoolStrike details at https://t.co/77RuLVh5Ne https://t.co/9u939GJQCY,2019-04-01T08:59:46.000Z,0.109108945,Fridays4future
"RT @GretaThunberg: ”This is the generation I have been waiting for: The Can Dos.” 
#FridaysForFuture 
https://t.co/evtyBELuCj",2019-03-31T20:50:21.000Z,0.091766294,Fridays4future
"RT @parents4future: ""We live in a strange world where the united science tells us we are about 11 years away from setting off an irreversib…",2019-03-31T04:26:07.000Z,0,Fridays4future
"RT @AMagnussonn_: Friday 29th of march in Falun, Sweden 💚🌍.

Together are we able to change the system 💚

#FridaysForFuture #ClimateStrike…",2019-03-31T00:46:15.000Z,0,Fridays4future
RT @robert_schlick: @GretaThunberg Greetings from Dresden https://t.co/iZDXVNhGrQ,2019-03-31T00:35:54.000Z,0.150755672,Fridays4future
"RT @NaomiAKlein: Henry Red Cloud, featured in this video, has devoted his life to training young Indigenous people to become solar engineer…",2019-03-31T00:35:42.000Z,0.287820967,Fridays4future
RT @MorganJYoung13: Week 6 of #schoolstrike4climate in solidarity with ⁦@GretaThunberg⁩ and tens of thousands around world. We need sustain…,2019-03-31T00:35:34.000Z,0.068210791,Fridays4future
"RT @CNN: Alaska hit 70 degrees the earliest ever, and more record highs are expected https://t.co/0wplVFeAv2 https://t.co/QU4c45oiVK",2019-03-31T00:35:27.000Z,-0.051031036,Fridays4future
"RT @LaBioHuella: La iniciativa de @GretaThunberg no para de crecer, cada viernes tenéis una nueva oportunidad de sentaros para decir BASTA.…",2019-03-31T00:35:21.000Z,0,Fridays4future
"RT @LSMueller: #FridaysForFuture 
#Luisenstraße #Berlin https://t.co/zEl9zxcpVF",2019-03-31T00:35:12.000Z,0,Fridays4future
RT @Fridaysforfut18: To everyone saying I'm only doing this to get off school: we protested today in #limerick for #SystemChangeNotClimateC…,2019-03-30T22:44:43.000Z,-0.134164079,Fridays4future
RT @FossilFreeDe: Yes!!! The inspiring @GretaThunberg dedicates her Golden Camera award to the activists protecting the #HambachForest and…,2019-03-30T22:44:21.000Z,0.605328498,Fridays4future
"RT @sunrisemvmt: “I’m tired of us worrying more about the future of fossil fuels than the future of fossil fuel workers.”

Amen @AOC",2019-03-30T22:33:29.000Z,-0.116350763,Fridays4future
"RT @schoolstrike4c1: On the morning of Friday March 15 20,000 NZ students from a wide array of backgrounds and cultures striked from school…",2019-03-30T22:31:40.000Z,0,Fridays4future
RT @Strike4Youth: Great to see @peopleandplanet @PeoplesMomentum &amp; @ExtinctionR  coming together to hold @Barclays to account on their corp…,2019-03-30T22:27:14.000Z,0.03354102,Fridays4future
"RT @janine_ok: Brilliant! #fridaysforfuture 
@Fridays4future @klimataktion @FridayForFuture @StrikeClimate https://t.co/UTgF7HwAM0",2019-03-30T22:25:34.000Z,0.272843165,Fridays4future
RT @GretaThunberg: Earth hour is every hour of every day. #earthhour https://t.co/Qxv3nY9oJL,2019-03-30T22:25:19.000Z,0,Fridays4future
"RT @parents4future: @Luisamneubauer @TerliWetter @GretaThunberg @FridayForFuture @BlaBlaJakob @FFF_Berlin ""Everyone is needed. Everyone is…",2019-03-30T22:25:15.000Z,0,Fridays4future
"RT @Luisamneubauer: In Zeiten, in denen Klimaaktivist*innen auf dem roten Teppich zu finden sind, ist es auch Zeit, dass die, die sich dort…",2019-03-30T22:25:11.000Z,-0.306186218,Fridays4future
"Some of the best and most inspiring TV you'll see this year! 

#GreenNewDeal 
#talkaboutclimate
#systemchangenotclimatechange https://t.co/a9JOk1ls1r",2019-03-30T12:09:45.000Z,0.354433668,Fridays4future
RT @GretaThunberg: Yesterday afternoon we visited the Potsdam Institute for Climate Impact Research and met with among others @jrockstrom a…,2019-03-30T12:07:42.000Z,0,Fridays4future
"RT @MakichyanA: My third week.
""Global warming threatens humanity!
Why the media are silent?
Why we don't do nothing?
D.A.(I will not say w…",2019-03-30T09:00:12.000Z,0.16435197,Fridays4future
"RT @greenpeacefr: Nouvelle #GrèvePourLeClimat mondiale le 24 mai prochain ! ✊🌍

« Et si on mobilisait non seulement les écoles mais tous le…",2019-03-30T08:48:33.000Z,0,Fridays4future
RT @NakabuyeHildaF: Todays #ClimateStrike with @CicillyB between the Petroleum Institute and Muyenga Police were we engaged with police off…,2019-03-30T08:47:16.000Z,0.022941573,Fridays4future
RT @Fridays4FutureU: Meet Uganda's teenage #climatechange strikers @NamugerwaLeah (14) and @matovu_bob (17). #fridaysforfuture #SchoolStrik…,2019-03-30T06:02:51.000Z,0,Fridays4future
"RT @parents_4future: '#Eco #anxiety': how to spot it and what to do about it &gt; https://t.co/V9nOTCXolt

Feeling overwhelmed by the existent…",2019-03-30T06:01:12.000Z,-0.049029034,Fridays4future
"RT @parents_4future: “I am a #parentforfuture because my son’s future depends on what we do NOW” Jasmina - #Oxfordshire 💚🌎

Please send or…",2019-03-30T06:00:57.000Z,0.229365855,Fridays4future
RT @TomOsander: A high speed look with @GretaThunberg and Berlin's kids on climate strike week 32. @FFF_Berlin @Fridays4future @FridayForFu…,2019-03-30T05:58:55.000Z,-0.190209066,Fridays4future
Thank you Madrid. #fridaysforfuture https://t.co/USXLythZM4,2019-03-30T05:58:37.000Z,0.157526075,Fridays4future
"RT @ProfStrachan: ""The #ClimateChange crisis has already been solved. We already have all the facts and solutions. All we have to do is to…",2019-03-30T05:56:25.000Z,0.11822004,Fridays4future
"RT @NaomiAKlein: Everyone should tune in tonight at 8 ET for @chrislhayes's special on the #GreenNewDeal w/@AOC because:
1) It's going to b…",2019-03-30T05:56:09.000Z,0.170560573,Fridays4future
"RT @jamila_anna: .@Luisamneubauer: „Wir haben in den letzten Jahrzehnten verlernt, groß zu denken, Visionen zu formulieren. Das können wir…",2019-03-30T05:54:51.000Z,0,Fridays4future
"These students in Turkey demand a #liveableworld 
#FridayForFuture https://t.co/f9tvBL9z9y",2019-03-30T05:46:12.000Z,-0.129099445,Fridays4future
Some great advice about intersectional climate justice from #climatestriker @israhirsi https://t.co/1mo9urNuOe,2019-03-30T05:43:56.000Z,0.387298335,Fridays4future
Happy birthday @havenruthie thank you for going on #climatestrike on your birthday. https://t.co/4vBo4iUwFe,2019-03-30T05:42:38.000Z,0.448949313,Fridays4future
RT @LuisaSandkuhler: Over 25 000 climate strikers in Berlin today together with @GretaThunberg. 💚 We are unstoppable. #FridaysForFuture #Yo…,2019-03-30T05:40:55.000Z,-0.070472267,Fridays4future
"RT @GretaThunberg: Over 25 000 school strikers in Berlin today according to arrangers.
And more than 40 000 in all of Germany! And tens of…",2019-03-30T05:40:08.000Z,0,Fridays4future
RT @Fridays4future: @TomOsander @GretaThunberg @FFF_Berlin @FridayForFuture Great day in Berlin today. Excellent work Berlin and Germany!,2019-03-29T17:13:33.000Z,0.348846022,Fridays4future
@TomOsander @GretaThunberg @FFF_Berlin @FridayForFuture Great day in Berlin today. Excellent work Berlin and Germany!,2019-03-29T17:13:06.000Z,0.358565439,Fridays4future
@matovu_bob @GretaThunberg Please DM to join the striker chatts!,2019-03-28T08:35:15.000Z,0.395284708,Fridays4future
"RT @Fridays4future: @matovu_bob @GretaThunberg Great to see! Thankyou!
Do you plan to strike again?",2019-03-28T08:33:30.000Z,-0.049255732,Fridays4future
"@matovu_bob @GretaThunberg Great to see! Thankyou!
Do you plan to strike again?",2019-03-28T08:33:18.000Z,-0.036031811,Fridays4future
RT @Fridays4future: @HollyWildChild @FinlayPringle @CFigueres @GretaThunberg @markruskell @patrickharvie @janine_ok @JanSteurs @MeganMcCubb…,2019-03-28T08:27:07.000Z,0,Fridays4future
@HollyWildChild @FinlayPringle @CFigueres @GretaThunberg @markruskell @patrickharvie @janine_ok @JanSteurs @MeganMcCubbin @SunnysidePri @morss_alex Can you Skype in? Low carbon methods are the future!,2019-03-28T08:26:58.000Z,0,Fridays4future
"@Jamie_Margolin Exactly! Climate Change will destroy life! 
We can’t eat money and we can’t take it with us!
Between 1.5C-2C geo uncontrollable self esculating heating scientists say will start, threatening even human extinction. How much unnecessary loss shall we plan?",2019-03-28T08:25:24.000Z,-0.270920963,Fridays4future
"@AMagnussonn_ @HollyWildChild Denial of free speech is more common when few have power! Look at #climateDenial media, far more common when the Media is very centralised!",2019-03-28T08:15:49.000Z,0.030269231,Fridays4future
RT @Fridays4future: @FinlayPringle @CFigueres @HollyWildChild @GretaThunberg @markruskell @patrickharvie @janine_ok @JanSteurs @MeganMcCubb…,2019-03-28T08:11:29.000Z,0,Fridays4future
"@FinlayPringle @CFigueres @HollyWildChild @GretaThunberg @markruskell @patrickharvie @janine_ok @JanSteurs @MeganMcCubbin @SunnysidePri @morss_alex Perfect! Great opportunity!
We are all with you!
Good luck!",2019-03-28T08:11:22.000Z,0.513551165,Fridays4future
"RT @Fridays4future: @Jumpsteady @Pop_Stop_2100 @usclimatestrike @Strike4Youth Agreed! Very secret! Lol! More like information bias!
Claw a…",2019-03-28T08:08:54.000Z,-0.090985086,Fridays4future
"@Jumpsteady @Pop_Stop_2100 @usclimatestrike @Strike4Youth Agreed! Very secret! Lol! More like information bias!
Claw a little deeper. Which type of population growth? And then you can see why we westerns skip it!
We rich whitees Were and Are still the main problem!
@ClimateHuman @KevinClimate kevin @KHayhoe @xr_swerebellion https://t.co/6qCdWSF9a2",2019-03-28T08:08:45.000Z,0.040128321,Fridays4future
"RT @Fridays4future: @cathmartingreen @SchoolStrikesIE Exactly! 
Until politicians provide our societies with a safe pathway under 1.5C, #1p…",2019-03-28T07:32:04.000Z,0.244165416,Fridays4future
"@cathmartingreen @SchoolStrikesIE Exactly! 
Until politicians provide our societies with a safe pathway under 1.5C, #1point5forfuture , then they need classes in #climateaction ! 
Welcome to the barricades!",2019-03-28T07:31:52.000Z,0.213797956,Fridays4future
@DarFord1 @janine_ok @CJAOurPower @AOC @xr_swerebellion @ExtinctionR_DE @XR_NYC,2019-03-27T23:10:29.000Z,0,Fridays4future
@DarFord1 @janine_ok @CJAOurPower @AOC Your ’brainwashed’ sounds far better than dead!,2019-03-27T23:09:23.000Z,-0.057735027,Fridays4future
"RT @Fridays4future: @brutofficiel @AOC Nice to hear someone #TelltheTruth !
Thankyou!",2019-03-27T23:06:44.000Z,0.086280585,Fridays4future
"@brutofficiel @AOC Nice to hear someone #TelltheTruth !
Thankyou!",2019-03-27T23:06:32.000Z,0.103125023,Fridays4future
"RT @Fridays4future: @KateRaworth @solhog @CarolineLucas @labourlewis Is ot a safe pathway under 1.5C?
#fridaysforfuture
If they better than…",2019-03-27T23:04:08.000Z,0.279108404,Fridays4future
"@KateRaworth @solhog @CarolineLucas @labourlewis Is ot a safe pathway under 1.5C?
#fridaysforfuture
If they better than the rest, great! Vote them in! And join the strike!",2019-03-27T23:03:49.000Z,0.113697771,Fridays4future
